id,sentence,ward_euclidean_cluster
790029959604001318,Note:It is affiliate link to Amazon.,1539
790029959604001327,Elegant  Classy Glass Tealight Candle Holder  Perfect Mothers Day Gift Special Engraved Love Phrase Durable  Creative Scandinavian Design Amazing  Vintage Decorative Centrepiece Accessory * Continue to the product at the image link.Note:It is affiliate link to Amazon.,1543
790029959604001337,Lotus Tea Candle Light Holder Capiz Shell  Indigo Chakra 6 Something Different *** Read more  at the image link.Note:It is affiliate link to Amazon.,1541
790029959604001350,Mikat Classic AnaDigital Prayer Watch with Automatic Qibla FinderBlue MoonPhase * Visit the image link more details.,1731
790029959604001350,Note:It is affiliate link to Amazon.,1539
790029959604001384,Squad Goals :: Soul Sisters :: Girl Friends :: Best Friends :: Free your Wild :: See more Untamed Friendship Inspiration @untamedmama,1427
161707442847700014,Simple basics - Fall outfit,164
161707442847700029,Jim Rohn - black and white - miniskirt tights and heels,232
161707442847700212,Woodpeckers Handcarved Woodlore Sconce #anthrofave,403
161707442847700634,Amazon.com: Harley-Davidson Men's Cambridge Motorcycle Boot: Shoes,378
161707442847701282,workwear shopbop outfits essentials basics for office black pumps young professionals,169
161707442847701371,Perfect Boot for Texas,744
447967494155201286,Michael Kors Aviator Key Fob,263
447967494155201333,How to Unclog a Clogged Ear in 7 Steps.,862
447967494155201333,I did this twice and my ear is finally unclogged.,862
447967494155201333,There was a ton of disgusting stuff that came out!,1294
447967494155201333,I was a little dizzy for a few minutes afterward.,1150
754564112537200266,"catCUREAN 152043 24-Pack Go Fit and Free Grain Free Chicken/Turkey/Trout Stew Can for Cat, 5.5-Ounce ** New and awesome cat product awaits you, Read it now  : Cat food",1000
754564112537200272,ECOOPRO 20L Durable Lightweight Pakckable Travel Hiking Backpack Daypack * Startling review available here  : Womens hiking backpack,1238
754564112537200289,Kids Girl One Piece Swimsuit Swim Tank Bathing Suit Swimwear Beach Wear 10weight 31lbs42lbs red * See this great product.,459
754564112537200291,Big Girls Lace Overlay Satin Brooch Flowers Girls Dresses Champagne Size 16 * Be sure to check out this awesome product.,1630
754564112537200324,5 34 inch Oval Eye Hook Bangle Bracelet w St Anne medal charm *** Want additional info?,739
754564112537200324,Click on the image.,1607
754564112537200325,KARMAS CANVAS TWINKLE ELLIPSE HOOP EARRING Yellow ** Read more  at the image link.,471
754564112537200338,Bontone Rooting Powder *** More info could be found at the image url.,1560
754564112537200340,Neutralize Dog Urine on Your Lawn  PetiGreen 32 oz *** More info could be found at the image url.,1560
754564112537200342,Top Choice 17626 3Way Perennial Ryegrass Grass Seed Mixture 3Pound -- You can get additional details at the image link.,1720
754564112537200344,YUNY Womens Casual Plus Size Irregular Long Sleeve Dress Black 3XL * Want additional info?,194
754564112537200344,Click on the image.,1607
754564112537200345,"Miss Me Tee Shirt Gray Stripe Flower Print Crystal Studs Open Shoulders Sz Small S >>> Want to know more, click on the image.",1601
754564112537201048,Moss shower mat that lives off the water that falls after you get out of the shower.,1126
754564112537201048,Fucking awesome.,1003
754564112537201079,"Dog Diapers - Made in USA - Brown Doggie with Bones Washable Dog Diaper for Dog Incontinence, Housetraining and Females in Heat -- Quickly view this special cat product, click the image : Cat litter",1608
754564112537201266,Liberty Garden Multi Purpose Wall Mount Hose Reel -- Read more  at the image link.,1686
754564112537201268,Bloem PP104612 Posy Planter 10Inch Terra Cotta 12Pack *** Click image to review more details.,1577
754564112537201272,"KITRCP3486572RCP501188GRA  Value Kit  RUBBERMAID COMMERCIAL PROD LotionSoap Refill RCP3486572 and Rubbermaid 501188 Tuffmade Polyliner LowDensity Can Liners 55 Gallons RCP501188GRA >>> For more information, visit image link.",1708
754564112537201308,Michael Kors Womens Parker TwoTone Watch MK6141 *** You can find more details by visiting the image link.,1734
754564112537201310,Casio Womens BabyG Black Whale Digital Sport Watch * Check out the image by visiting the link.,1711
754564112537201312,Candlesticks Girls Toddler Girls Fish One Piece Swim Suit PinkYellow 2T >>> You can find out more details at the link of the image.,459
754564112537201315,Pest Control Ultrasonic Repeller Indoor Home Wall Electric Plug In Pest Repellent for Mice Rats Mouse Mosquito Spiders Roaches and Other Insects >>> Find out more about the great product at the image link.,1676
754564112537201317,Advanced Nutrients Sensi Bloom A  B 4 L -- Click image for more details.,1592
145170787961800640,Tortoiseshell necklace.,869
83809243045200362,Copper Top Flatware #anthropologie,257
83809243045200777,Chic spin on T-shirt & jeans look,202
83809243045201058,Casual chic.,750
83809243045201058,Want us to pay for your shopping and your travel?,737
83809243045201058,Also you have to do is refer us to someone looking to make a hire.,1049
83809243045201058,contact me at carlos@recruitingforgood.com,416
83809243045201098,cute little planter for all the Pokemon lovers,1150
83809243045201281,Pink basic.,973
736338607795600014,New Adidas Women's Arianna III Cross Trainer Semi Solar Pink/Solar Pink 9.5,926
736338607795600015,Nike Zoom Train Incredibly Fast Cross Trainer Shoe 844803 002 Men's Size 10,698
736338607795600016,New Balance WX620WT Womens White Crosstrainer Shoes  Size 8.5 Medium Width,706
736338607795600027,"I know where this is from, but still.",1137
736338607795600027,"It would be great for demigods, too.",792
736338607795600082,Battlefield in a Box: Hall of Heroes - The Grand Vestibule - only $1!,1338
736338607795600083,2X Gigabyte GeForce GTX 1070 G1 GV-N1070G1 GAMING-8GD with Bonus 3 Nvidia SLI,494
736338607795600084,Apple iPod Touch 16GB 5th Gen Single Camera MP3 Player Black Silver EXCELLENT,327
736338607795600163,"84""L Black 3 Fold Portable Massage Table Facial SPA Bed Tattoo w/Free Carry Case",1396
736338607795600166,2014 Ford F-150 SVT Raptor Crew Cab Pickup 4-Door 14 Ford F150 Raptor Black Bluetooth 4WD Leather Sunroof Bed Liner,994
736338607795600214,Silver Thin Emergency Blanket Survival Rescue Curtain Outdoor Life-saving Y1,723
736338607795600215,1pc Mixed Color Decorative Curtain  Fringe 1M tassel Ribbon wholesale DIY Craft,96
736338607795600216,38mm Clear Crystal Prisms With Octagonal Beads Pendant Part Curtain DIY 5pcs,866
736338607795600255,Mens Cole Haan Nike Air Black Leather Split Toe Oxford Dress Shoes sz 10.5 M,288
736338607795600256,Lauren Ralph Lauren 5833 Womens Gray Sequined Party Cocktail Dress 12 BHFO,39
736338607795600262,pinterest | @faithkimberly1,188
736338607795600292,Sony PlayStation 4 -500 GB Black Game Console CUH-1001A w/Controller  AS IS,491
736338607795600293,Apple iPod touch 5th Generation Silver (32 GB),327
736338607795600336,GATES BRAND LOCKING GAS CAP (fits 2011-2016 Ram) FREE SHIPPING!!,1447
736338607795600338,Gold Tone Ray Ban Caravan Aviator Sunglasses and Case,947
736338607795600381,Antique Late 1800s Miniature Chest of Drawers Dresser Salesman Sample SIGNED yqz,1326
736338607795600383,Modenzi 7PC Outdoor Patio Furniture Rattan Wicker Sofa Chair Couch Set Turqoise,1389
736338607795600390,pinterest//annarshapiro,188
736338607795600421,RGH Xbox 360 Pre-Loaded 1 KV,1302
736338607795600422,Microsoft Xbox 360 S Glossy Black Console Kinect NTSC Model 1439 1414 250 GB HDD,487
736338607795600423,Official Microsoft XBOX 360 White Wireless Network Internet Adapter WiFi tested,488
736338607795600468,Apple iPhone 5s A1533 Verizon Space Gray Unlocked Near Mint Cosmetic PLEASE READ,320
736338607795600469,Apple iPhone 5s - 16GB - Gold (Verizon) Smartphone,320
736338607795600470,"4.0"" LED Apple iPhone 5 64GB (Unlocked)  8MP iOS GSM AT&T GPS Smartphone White",320
736338607795600535,James Fenton Sterling Silver Blackberry Pattern Thimble Birmingham 1895,844
736338607795600536,BlackBerry PlayBook 16GB Wi-Fi 7in - Black (8),330
736338607795600537,Lot of 18 BlackBerry Bold 9930 Black Smartphone Verizon RDU70CW,1246
736338607795600586,motor minder vacuum gauge VINTAGE ORIGINAL rat rod barn find industrial chic,840
736338607795600587,GLASSS'S COMERCIAL CHECK BOOK GUIDE 1974 82  CLASSIC CAR RALLY SHOW    BARN FIND,840
736338607795600588,Ford spanner model t classic car vintage man cave barn find projectspares,840
736338607795600623,Beats by Dr. Dre Studio Wireless Headphones - Gold,467
736338607795600624,PowerBeats2 Wireless Beats By Dre Grey And Red,860
736338607795600625,True Wireless Bluetooth Mini Headphones Earphones Stereo Earbud For iPhone,860
736338607795600653,TopShop MOTO Bleach Denim Boyshorts - BLEACH STONE Size 4,704
736338607795600655,SIZE XL TOPSHOP BEYONCE'S IVY PARK ACTIVEWEAR LOGO BODYSUIT SWIMSUIT BLACK WHITE,704
736338607795600696,42672:French Cherry High-Chest of Drawers,1326
736338607795600697,Antique Sheraton Chest of drawers,1326
736338607795600734,Genuine Beats by Dr. Dre Solo HD Drenched Headphones - Teal - Good Condition,466
736338607795600735,Beats by Dr. Dre Solo Headphones (Pink w/Soft Case),466
736338607795600736,Beats By Dr Dre Solo HD Headphone White,466
736338607795600767,Dept 56 All Through The House / Kitchen Wall Unit,1275
736338607795600819,Hot Liquid Glitter Quicksand Hourglass Phone Case Cover For Green Iphone 5/5s/se,322
736338607795600820,Typo iPhone 5 5S SE QWERTY Keyboard Case,322
736338607795600821,Apple iPhone 5 - 32GB - Black & Slate (Unlocked) Smartphone,320
736338607795600876,"RCA Viking Pro 10.1"" 2-in-1 Tablet 32GB Quad Core PC Laptop Android 5.0 Wifi ..",1242
736338607795600879,Google Nexus 7 Tablet (1st Generation) Asus 32GB 7in,1189
736338607795600935,"NEW WrapSol Ultimate Screen Protector For Amazon Kindle Fire HD 7"" Tablet KIDZ",598
736338607795600937,Amazon Kindle Fire 8gb 7in Tablet D01400,598
736338607795601045,Microsoft Xbox 360 Slim Halo Reach Special Edition w/250GB HDD OPEN BID AUCTION!,488
736338607795601046,NBA 2K17 Xbox 360 Brand New Factory Sealed,568
736338607795601047,WOW Xbox 360 250GB Bundle w/ 2 Wireless Controllers & 13 Games,486
736338607795601083,2 IN 1 Elliptical Fan Bike Cross Trainer Machine Exercise Workout Home Gym,1403
736338607795601084,Nike Flex Show TR 3 Cross Training Men's Trainers Shoes 684701 011 Size 10 NEW,698
736338607795601109,Amazon Fire TV Stick 2nd Gen. Jailbroken with Kodi 17.0 Installed   MOBDRO,603
736338607795601110,Vizio SmartCast 43 Inch Class E-Series Smart HD TV Refurbished,657
736338607795601111,Vizio Smartcast E-Series 50 Inch 4K Ultra HD 2160p LED Smart TV,657
736338607795601217,New White Ivory Lace Bride Beach Diamond Wedding Dress 6 8 10 12 14 16 18 G655,221
736338607795601222,Wedding Gown - Size 24W   David's Bridal   Gorgeous NR,221
736338607795601223,Elegant Ladies Long Formal Evening Party Prom Gown Wedding COCKTAIL Maxi Dress,223
736338607795601253,Stainless Portable Countertop Ice Maker Fast Bullet Ice Cube Machine 26 lbs./Day,1217
736338607795601275,VINTAGE FARM TRACTOR METAL PLOW ACCESSORY IMPLEMENT,968
736338607795601276,"VINTAGE CASE IH DEALER TRACTOR FARM MACHINERY 36"" METAL GAS OIL BARN SIGN RARE!",1333
736338607795601277,1994 Kenworth K100 Cabover Tractor,1302
736338607795601313,SHIMANO MTB Bike BR-BL-M315 Hydraulic Disc Brake Set Front and Rear Black,1260
736338607795601316,NEW 8.5x20 8.5 x 20 V-Nosed Enclosed Carhauler Motorcycle Bike ATV Cargo Trailer,569
736338607795601344,ACME 1965 Shelby GT350 Black w/ White Stripes Diecast Model Car 1:18 NEW!!,230
736338607795601345,1:18 Exoto 1965 Cobra Daytona Coupe Saga 5 Car Set with Matching #'s!!,555
736338607795601345,RLG18SC1,1302
736338607795601346,"7"" Double 2Din Car Stereo MP3 MP5 Radio Player GPS Navi Touch BluetoothFree Map",1445
736338607795601364,Sony PlayStation 3 Slim Launch Edition 160GB Charcoal Black Jailbroken Console,491
736338607795601366,PLAYSTATION 3 SLIM CONSOLE160GB  GAME,494
736338607795601405,Original OEM Replacement Battery 1420mAh for iPhone 4S 4GS Part Number 616-0579,324
736338607795601406,Apple iPhone 4S White 64GB GSM Unlocked Smartphone (DEFECTIVE),320
736338607795601407,Apple iPhone 4S 16GB Black GSM Unlocked,320
736338607795601449,New 2.5M Wired USB Game Pad Controller for Microsoft Xbox 360 Console Black,487
736338607795601450,Microsoft Xbox 360 E (Latest Model)- Launch Edition 4GB Black Console  Games,487
736338607795601451,Microsoft Xbox 360 E Launch Edition 4GB Black Console Video Game System,487
736338607795601492,"Amazon Kindle Fire 7"" Tablet 8GB 1.3 GHz QUAD 5TH GEN Alexa & case bundle",598
834221530947200116,Let’s paint some super cute and easy watercolor sweets and treats.,787
